Cierre,Semestre,Inflacion_Porc,Trimestre,Mes_del_Semestre,Morosidad_Porc,Var_mora_Porc,IPVU_Nom,IPVU_Real,TIB_Porc,BaseMonetaria_MMMCop,DepositosDelPublico_MMMCop,M1_MMMCop,M2_MMMCop,M3_MMMCop,IPC,InflaciónAnual_Porc,InflaciónMensualPorc,InflaciónAñoCorridoPorc,IndProdManufacturera,IPP_OfInt_Agricultura,IPP_OfInt_Minas,IPP_OfInt_Manufactura,IPP_OfertaInterna,ITCR_IPP_NoTrad,ITCR_IPC_NoTrad,ITCR_IPP_ComTotal,ITCR_IPC_ComTol,ITCR_Otros,ITCR_FMI,CuentaCorriente_MMUsd,Exportaciones_MMUsd,ImportacionesMMUsd,CuentaFinancieraMMUsd,IED_PetroleoMMUsd,IED_OtrosMMUsd,IED_AgroMMUsd,IED_MinasMMUsd,IED_ManufacturaMMUsd,IED_ElectricidadMMUsd,IED_ConstruccionMMUsd,IED_ComercioMMUsd,IED_TransporteMMUsd,IED_ServFinancierosMMUsd,IED_TelcosMMUsd,IED_TotalMMUsd,Min_TRM,Max_TRM,Ult_TRM,BFGCIngresosMMMCop,BFGCGastosMMMCop,BFGCInteresesMMMCop,BFGCNetoParcialMMMCop,BFGCFinanciamientoIntMMMCop,BFGCFinanciamientoExtMMMCop,PIBtrim_AgriculturaPorc,PIBtrim_MinasPorc,PIBtrim_ManufacturaPorc,PIBtrim_ComercioPorc,PIBtrim_ConstruccionPorc,PIBtrim_ServiciosPublicosPorc,PIBtrim_ServiciosFinancierosPorc,PIBtrim_OtrosPorc,PIBtrim_Subtotal_valAgregadoPorc,PIBtrim_NetoImpuestosPorc,PIBtrim_TotalPorc,PIBanual_AgriculturaPorc,PIBanual_MinasPorc,PIBanual_ManufacturaPorc,PIBanual_ComercioPorc,PIBanual_ConstruccionPorc,PIBanual_ServiciosPublicosPorc,PIBanual_ServiciosFinancierosPorc,PIBanual_OtrosPorc,PIBanual_Subtotal_valAgregadoPorc,PIBanual_NetoImpuestosPorc,PIBanual_TotalPorc,PetroleoWTIUltUsd,PetroleoWTIApertUsd,PetroleoWTIMaxUsd,PetroleoWTIMinUsd,PetroleoBrentUltUsd,PetroleoBrentApertUsd,PetroleoBrentMaxUsd,PetroleoBrentMinUsd,CafeBolsaUltUsd,CafeBolsaApertUsd,CafeBolsaMaxUsd,CafeBolsaMinUsd,GasUltUsd,GasApertUsd,GasMaxUsd,GasMinUsd,OroUltUsd,OroApertUsd,OroMaxUsd,OroMinUsd,AzucarUltUsd,AzucarApertUsd,AzucarMaxUsd,AzucarMinUsd,CafePrecioInternoCop
2002-05-31,1,5.84,2,5,5.650644812,-3.561566867,478.5701605,66.17490314,5.7833532,10148.58063,60573.88174,16085.61335,59936.791,67994.42924,48.6,5.84,0.6,4.35,111.9040467,56.79,35.89,68.0,64.38,109.77,131.41,111.62,134.27,120.13,120.2,-348.8153171,4603.898967,4952.714284,-261.2824633,205.8575929,395.8079394,-5.755643886,123.6122928,100.341675,35.21723187,2.328466353,52.57004481,-8.078758775,86.05767472,9.514956427,601.6655323,2275.43,2363.28,2321.16,2400.515733,3613.490828,730.9568314,-1212.975095,1011.269495,201.7055998,3.987696448,-5.577745594,7.690088223,6.754237827,26.67099374,9.224237889,9.180724749,8.406881195,7.337413209,3.751738606,7.232346746,3.581509843,-17.6960327,4.128140844,10.32957453,13.65649696,14.87804895,8.130846464,8.886850223,6.302474611,5.495352148,6.406027157,25.31,27.25,29.54,24.4,24.45,26.0,27.35,23.93,51.9,50.5,53.1,47.0,3.217,3.76,3.875,3.19,326.5,307.5,329.0,306.8,5.9,5.35,6.04,5.07,284464.0
2002-06-30,1,6.25,2,6,5.169800352,-8.509550257,478.5701605,66.17490314,5.21900027,10433.64035,60547.38004,16238.97239,60274.73986,68298.98974,48.81,6.25,0.43,4.79,104.0539914,56.48,35.58,68.43,64.61,110.51,131.55,112.25,134.29,122.03,120.01,-348.8153171,4603.898967,4952.714284,-261.2824633,205.8575929,395.8079394,-5.755643886,123.6122928,100.341675,35.21723187,2.328466353,52.57004481,-8.078758775,86.05767472,9.514956427,601.6655323,2321.68,2398.82,2398.82,2299.494077,4211.640049,1205.944624,-1912.145972,2522.938096,-610.792124,3.987696448,-5.577745594,7.690088223,6.754237827,26.67099374,9.224237889,9.180724749,8.406881195,7.337413209,3.751738606,7.232346746,3.581509843,-17.6960327,4.128140844,10.32957453,13.65649696,14.87804895,8.130846464,8.886850223,6.302474611,5.495352148,6.406027157,26.86,25.26,27.05,23.8,25.58,24.1,25.85,23.22,46.5,51.8,52.0,46.1,3.245,3.23,3.58,3.05,313.5,326.6,330.3,316.0,5.91,5.87,6.0,4.97,277875.0
2002-07-31,2,6.16,3,1,4.956878871,-4.118562941,471.2560277,64.7715371,5.40571119,11100.28824,59998.63647,17278.96024,61020.40958,68184.70819,48.82,6.16,0.02,4.82,112.2763784,56.28,37.75,69.19,65.21,117.09,139.91,118.89,142.73,129.55,126.82,-305.3498657,4558.209405,4863.559271,-386.4154993,-19.3908499,216.5579708,-0.810181023,105.5166689,56.52824033,17.54100565,-2.806463761,29.11877074,-13.01529085,10.98922464,13.49599625,197.1671209,2398.82,2625.06,2625.06,2867.338692,3232.545409,781.2486968,-365.2067167,-434.925704,800.1324207,5.502739118,10.26672252,9.606368853,7.684243406,23.05990698,7.221267201,5.64782193,11.07981054,8.765427219,12.30998215,9.206776184,4.362499801,-12.30510561,5.717629734,9.375419719,17.48696252,9.416380938,7.092283295,9.546108767,6.773896506,6.157711552,6.902762108,27.02,26.89,28.1,25.73,25.44,25.5,26.66,24.65,46.8,46.5,51.8,46.5,2.954,3.24,3.285,2.76,303.2,315.0,320.5,300.8,5.8,5.1,6.23,5.01,264823.0
2002-08-31,2,5.98,3,2,4.832528173,-2.508649105,471.2560277,64.7715371,5.27127646,11387.7996,60210.21675,17453.26822,61464.29671,68684.16031,48.87,5.98,0.09,4.92,111.2587018,56.6,39.85,70.05,66.0,121.71,146.65,123.72,149.74,136.02,132.87,-305.3498657,4558.209405,4863.559271,-386.4154993,-19.3908499,216.5579708,-0.810181023,105.5166689,56.52824033,17.54100565,-2.806463761,29.11877074,-13.01529085,10.98922464,13.49599625,197.1671209,2568.8,2712.46,2703.55,2491.906574,3259.925078,686.9734262,-768.0185039,681.4163997,86.60210417,5.502739118,10.26672252,9.606368853,7.684243406,23.05990698,7.221267201,5.64782193,11.07981054,8.765427219,12.30998215,9.206776184,4.362499801,-12.30510561,5.717629734,9.375419719,17.48696252,9.416380938,7.092283295,9.546108767,6.773896506,6.157711552,6.902762108,28.98,27.0,30.32,26.0,27.47,25.35,27.92,24.65,51.5,46.5,51.75,46.0,3.296,2.97,3.643,2.64,312.4,303.2,318.0,298.0,5.98,5.7,6.32,5.65,260185.0
2002-09-30,2,5.97,3,3,4.538957324,-6.074891632,471.2560277,64.7715371,5.29188772,11311.70923,60267.68075,17265.51345,61481.52793,68684.07929,49.04,5.97,0.36,5.3,113.2237612,58.34,41.9,71.17,67.3,123.86,150.95,126.22,154.63,140.04,136.28,-305.3498657,4558.209405,4863.559271,-386.4154993,-19.3908499,216.5579708,-0.810181023,105.5166689,56.52824033,17.54100565,-2.806463761,29.11877074,-13.01529085,10.98922464,13.49599625,197.1671209,2677.39,2828.08,2828.08,2527.994077,2901.180834,580.9338294,-373.186757,133.198819,239.987938,5.502739118,10.26672252,9.606368853,7.684243406,23.05990698,7.221267201,5.64782193,11.07981054,8.765427219,12.30998215,9.206776184,4.362499801,-12.30510561,5.717629734,9.375419719,17.48696252,9.416380938,7.092283295,9.546108767,6.773896506,6.157711552,6.902762108,30.45,29.0,31.39,27.62,28.75,27.4,29.88,26.45,54.5,51.5,62.5,50.4,4.138,3.25,4.2,3.1,323.9,312.5,324.2,312.5,6.89,5.99,7.27,5.96,302300.0
2002-10-31,2,6.37,4,4,4.438466753,-2.213957158,473.1248574,64.12164629,5.23914488,11375.2152,61076.50686,17157.72566,61888.98064,69455.59664,49.32,6.37,0.56,5.88,117.6604429,59.83,42.24,72.17,68.4,125.24,153.84,127.96,158.11,142.15,138.91,-399.4331161,4616.906305,5016.339421,-425.1172598,35.29025672,390.5606243,1.518851582,140.436684,97.17040459,13.45820859,-1.086903612,35.91899443,-3.831188504,113.5112334,-6.535660158,425.850881,2744.32,2888.23,2773.73,2984.424891,3449.34151,934.2155944,-464.9166191,974.1645652,-509.2479461,10.73178845,61.0076741,10.97771937,6.763715664,21.53215568,4.763333977,11.2625357,3.28242633,10.6864127,14.98936572,11.1049276,5.620162451,7.850028956,7.638983668,7.418290256,18.53859239,6.746277635,7.835920976,7.879839559,7.797712627,7.075443764,7.89813528,27.22,30.45,31.18,26.53,25.72,28.85,29.39,25.05,65.95,54.25,73.5,54.25,4.156,4.14,4.44,3.67,318.0,322.0,322.9,309.8,7.64,6.54,7.65,6.51,311722.0
2002-11-30,2,7.07,4,5,4.369446382,-1.555049868,473.1248574,64.12164629,5.11570794,11934.66556,61145.29882,17644.18873,63087.36825,69789.27059,49.7,7.07,0.78,6.71,114.426871,60.03,39.64,72.2,68.36,122.4,149.99,124.87,153.88,137.61,135.47,-399.4331161,4616.906305,5016.339421,-425.1172598,35.29025672,390.5606243,1.518851582,140.436684,97.17040459,13.45820859,-1.086903612,35.91899443,-3.831188504,113.5112334,-6.535660158,425.850881,2666.41,2784.21,2784.21,3016.348042,2822.959353,214.2956725,193.3886882,-372.5717783,179.1830901,10.73178845,61.0076741,10.97771937,6.763715664,21.53215568,4.763333977,11.2625357,3.28242633,10.6864127,14.98936572,11.1049276,5.620162451,7.850028956,7.638983668,7.418290256,18.53859239,6.746277635,7.835920976,7.879839559,7.797712627,7.075443764,7.89813528,26.89,27.2,27.56,24.82,25.16,25.77,26.05,22.56,66.6,64.75,69.0,62.75,4.2,4.16,4.4,3.74,316.8,321.5,321.5,316.5,7.61,7.53,7.97,6.8,322517.0
2002-12-31,2,6.99,4,6,3.897783316,-10.79457269,473.1248574,64.12164629,5.20139703,11918.76045,62584.26146,17911.90104,63782.16489,71324.76168,49.83,6.99,0.27,6.99,110.2843937,59.35,42.77,72.73,68.73,127.0,155.68,129.47,159.6,142.05,140.68,-399.4331161,4616.906305,5016.339421,-425.1172598,35.29025672,390.5606243,1.518851582,140.436684,97.17040459,13.45820859,-1.086903612,35.91899443,-3.831188504,113.5112334,-6.535660158,425.850881,2782.4,2864.79,2864.79,2306.122425,6426.991261,245.556963,-4120.868836,3848.204613,272.6642231,10.73178845,61.0076741,10.97771937,6.763715664,21.53215568,4.763333977,11.2625357,3.28242633,10.6864127,14.98936572,11.1049276,5.620162451,7.850028956,7.638983668,7.418290256,18.53859239,6.746277635,7.835920976,7.879839559,7.797712627,7.075443764,7.89813528,31.2,26.9,33.65,26.57,28.66,25.35,31.02,25.12,60.2,67.0,68.5,56.5,4.789,4.2,5.53,4.137,347.6,318.1,350.5,315.5,7.33,7.85,8.1,7.0,285694.0
2003-01-31,1,7.39,1,1,3.848076169,-1.27526706,464.3241595,61.25267726,6.19226139,14107.39453,63981.96713,21635.64015,66672.22787,74199.26873,50.42,7.39,1.17,1.17,100.4877615,58.73,46.7,73.74,69.5,131.03,157.95,133.69,162.09,146.19,143.75,-605.4198253,4425.556901,5030.976726,-690.0410357,20.32133455,298.8625222,1.123224854,138.0502753,68.50486709,19.46019209,-0.610658448,22.91568901,-4.469245144,49.39718011,4.490997348,319.1838567,2841.56,2965.6,2926.46,2787.727023,3964.300119,1348.231878,-1176.573096,-1173.305955,2349.879051,13.25486066,62.34916963,25.03337062,6.35348635,0.186774463,11.76567695,11.21291803,4.016300203,13.19377689,30.06258874,14.48775233,8.411819267,28.13431895,13.08364334,6.895144464,18.33799288,8.137627034,9.338448266,6.618817871,9.998780997,14.78109589,10.49963742,33.51,31.6,35.2,29.75,31.1,29.3,31.8,27.85,65.3,60.5,69.5,60.25,5.605,4.9,5.85,4.85,368.3,345.2,372.0,345.2,8.64,7.65,8.85,7.38,323837.5
2003-02-28,1,7.24,1,2,3.945257684,2.525457142,464.3241595,61.25267726,5.63416314,12604.2383,63956.74748,19232.10436,65703.13312,73322.89206,50.98,7.24,1.11,2.3,105.3404563,59.05,49.11,74.69,70.37,134.45,160.64,137.15,164.75,146.05,146.56,-605.4198253,4425.556901,5030.976726,-690.0410357,20.32133455,298.8625222,1.123224854,138.0502753,68.50486709,19.46019209,-0.610658448,22.91568901,-4.469245144,49.39718011,4.490997348,319.1838567,2929.64,2968.88,2956.31,2754.529815,3986.751255,925.0851363,-1232.221441,1523.620795,-291.3993545,13.25486066,62.34916963,25.03337062,6.35348635,0.186774463,11.76567695,11.21291803,4.016300203,13.19377689,30.06258874,14.48775233,8.411819267,28.13431895,13.08364334,6.895144464,18.33799288,8.137627034,9.338448266,6.618817871,9.998780997,14.78109589,10.49963742,36.6,33.33,39.99,32.55,32.79,30.89,33.94,30.1,56.85,64.8,67.25,56.8,8.101,5.605,11.899,5.485,350.2,368.0,388.9,342.0,8.9,8.64,9.13,8.3,320897.3214
2003-03-31,1,7.6,1,3,3.744165312,-5.097065591,464.3241595,61.25267726,6.18059252,12274.13796,65031.97636,18805.50257,65786.47218,74120.8426,51.51,7.6,1.05,3.37,111.5867327,60.02,47.42,75.37,71.01,136.77,161.47,139.44,165.37,145.35,147.58,-605.4198253,4425.556901,5030.976726,-690.0410357,20.32133455,298.8625222,1.123224854,138.0502753,68.50486709,19.46019209,-0.610658448,22.91568901,-4.469245144,49.39718011,4.490997348,319.1838567,2954.62,2962.76,2958.25,2784.992443,4314.835242,1240.378816,-1529.842798,1638.225602,-108.3828039,13.25486066,62.34916963,25.03337062,6.35348635,0.186774463,11.76567695,11.21291803,4.016300203,13.19377689,30.06258874,14.48775233,8.411819267,28.13431895,13.08364334,6.895144464,18.33799288,8.137627034,9.338448266,6.618817871,9.998780997,14.78109589,10.49963742,31.04,36.45,38.2,26.3,27.18,32.45,34.55,24.0,58.65,56.25,61.5,55.3,5.06,8.18,8.18,4.98,335.9,342.7,343.0,328.4,7.68,8.51,8.59,7.42,299592.7419
2003-04-30,1,7.85,2,4,3.577758241,-4.44443706,482.7831405,62.12714629,7.22815543,12231.52854,65650.8832,18863.32922,66321.18382,74587.74339,52.1,7.85,1.15,4.56,106.3288908,62.67,44.22,75.78,71.78,132.39,159.83,134.42,163.2,144.14,145.93,-70.25615645,4847.895276,4918.151432,-81.48457716,131.6331304,388.3125716,2.101738016,154.1792666,79.17848387,9.907199423,-5.219924007,87.44917631,14.76732823,46.99768963,-1.048386456,519.945702,2887.82,2958.56,2887.82,2890.414259,3279.356476,819.558417,-388.9422163,-2449.756424,2838.698641,8.953811648,36.91803165,7.730411702,10.61318065,5.985645751,18.996621,11.9574182,4.531561866,10.55613159,13.09478825,10.58696046,9.610148867,40.7383859,12.99608479,7.837462427,13.12629164,10.58076277,10.05005177,5.670041434,10.77053295,17.28369061,11.303473,25.8,31.16,31.32,25.04,23.68,27.56,27.56,23.05,68.25,58.75,68.0,57.0,5.385,5.075,5.83,4.865,339.1,336.0,338.4,319.3,7.3,7.63,7.9,7.0,312583.3333
2003-05-31,1,7.73,2,5,3.656194271,2.192323377,482.7831405,62.12714629,7.48764583,12712.09888,65440.86855,19060.04273,66872.37098,74604.31939,52.36,7.73,0.49,5.07,111.7235446,62.19,43.8,76.02,71.82,131.19,158.37,133.06,161.39,142.36,145.26,-70.25615645,4847.895276,4918.151432,-81.48457716,131.6331304,388.3125716,2.101738016,154.1792666,79.17848387,9.907199423,-5.219924007,87.44917631,14.76732823,46.99768963,-1.048386456,519.945702,2813.6,2912.46,2853.33,2778.857531,3658.89269,1014.206182,-880.0351591,1336.176233,-456.1410742,8.953811648,36.91803165,7.730411702,10.61318065,5.985645751,18.996621,11.9574182,4.531561866,10.55613159,13.09478825,10.58696046,9.610148867,40.7383859,12.99608479,7.837462427,13.12629164,10.58076277,10.05005177,5.670041434,10.77053295,17.28369061,11.303473,29.56,25.95,29.65,25.42,26.32,24.0,27.01,23.34,58.35,68.7,70.0,58.1,6.251,5.39,6.44,5.22,364.5,339.0,370.0,339.0,7.08,7.3,7.47,6.65,314217.7419
2003-06-30,1,7.21,2,6,3.341109135,-8.617844489,482.7831405,62.12714629,7.4543451,12379.245,66856.22452,18290.89704,66711.49016,75889.32426,52.33,7.21,-0.05,5.01,102.2929185,61.37,45.04,76.0,71.68,130.75,157.07,132.65,159.96,140.76,143.91,-70.25615645,4847.895276,4918.151432,-81.48457716,131.6331304,388.3125716,2.101738016,154.1792666,79.17848387,9.907199423,-5.219924007,87.44917631,14.76732823,46.99768963,-1.048386456,519.945702,2806.96,2853.33,2817.32,3377.774311,4789.366263,1414.9367,-1411.591952,3282.168397,-1870.576445,8.953811648,36.91803165,7.730411702,10.61318065,5.985645751,18.996621,11.9574182,4.531561866,10.55613159,13.09478825,10.58696046,9.610148867,40.7383859,12.99608479,7.837462427,13.12629164,10.58076277,10.05005177,5.670041434,10.77053295,17.28369061,11.303473,30.19,29.49,32.5,28.53,28.33,26.7,28.52,25.8,58.9,58.5,61.75,55.8,5.411,6.25,6.719,5.22,346.0,362.4,370.0,343.4,6.33,7.08,7.1,6.07,290500.0
2003-07-31,2,7.04,3,1,3.262862747,-2.341928518,476.4175963,61.17378124,7.45124276,12668.88247,67900.55563,19648.33181,67856.61016,77287.42551,52.26,7.04,-0.14,4.86,117.164745,61.28,45.71,76.2,71.83,131.9,159.03,133.64,161.78,142.1,144.73,59.36077952,5443.434172,5384.073393,40.42687985,111.5913512,429.3893666,1.991102541,155.8070362,82.21528441,32.11481995,-8.653371974,70.26181149,14.89909632,74.3669288,6.386658853,540.9807178,2812.4,2888.57,2880.4,2994.447933,3634.796575,1186.747943,-640.3486426,851.2468582,-210.8982156,9.515814631,27.52828937,12.94409921,11.58799378,25.58560382,17.96277231,12.52431813,2.587902729,11.62669764,11.9353498,11.46616256,10.61485043,44.93193065,13.83145448,8.863983517,14.37367853,13.31535357,11.74977204,3.573798995,11.48936823,17.04134439,11.85767214,30.54,30.12,32.1,29.17,28.37,28.2,29.6,27.21,63.45,59.0,64.1,58.0,4.718,5.405,5.64,4.58,354.0,344.0,362.0,344.0,7.21,6.22,7.26,6.18,319354.8387
2003-08-31,2,7.26,3,2,3.251306987,-0.354160164,476.4175963,61.17378124,7.39915905,13215.09449,67662.90375,19870.48555,68497.14735,77286.12779,52.42,7.26,0.31,5.18,108.9625692,60.44,46.43,76.57,71.95,131.21,158.13,133.03,160.98,140.66,143.53,59.36077952,5443.434172,5384.073393,40.42687985,111.5913512,429.3893666,1.991102541,155.8070362,82.21528441,32.11481995,-8.653371974,70.26181149,14.89909632,74.3669288,6.386658853,540.9807178,2832.94,2901.09,2832.94,2683.884892,3203.846184,522.87127,-519.9612912,-277.6976621,797.6589533,9.515814631,27.52828937,12.94409921,11.58799378,25.58560382,17.96277231,12.52431813,2.587902729,11.62669764,11.9353498,11.46616256,10.61485043,44.93193065,13.83145448,8.863983517,14.37367853,13.31535357,11.74977204,3.573798995,11.48936823,17.04134439,11.85767214,31.57,30.58,32.85,30.1,29.49,28.45,30.59,28.02,61.45,64.0,66.75,59.0,4.731,4.715,5.38,4.615,375.7,354.1,375.0,346.0,6.29,7.17,7.39,6.2,300725.8065
2003-09-30,2,7.11,3,3,3.063096203,-5.788773081,476.4175963,61.17378124,7.35413709,12713.76547,68255.75918,19458.56613,68497.33046,77644.65666,52.53,7.11,0.22,5.42,119.6645332,60.52,44.19,76.65,71.92,131.15,157.96,132.82,160.51,139.82,142.95,59.36077952,5443.434172,5384.073393,40.42687985,111.5913512,429.3893666,1.991102541,155.8070362,82.21528441,32.11481995,-8.653371974,70.26181149,14.89909632,74.3669288,6.386658853,540.9807178,2816.74,2889.39,2889.39,3457.101648,3356.810822,547.1502204,100.290826,-1124.318975,1024.028149,9.515814631,27.52828937,12.94409921,11.58799378,25.58560382,17.96277231,12.52431813,2.587902729,11.62669764,11.9353498,11.46616256,10.61485043,44.93193065,13.83145448,8.863983517,14.37367853,13.31535357,11.74977204,3.573798995,11.48936823,17.04134439,11.85767214,29.2,31.28,31.4,26.65,27.61,29.45,29.55,25.05,62.9,61.8,70.75,60.5,4.83,4.7,4.98,4.39,385.4,375.0,388.7,375.0,6.2,6.2,6.31,5.75,308633.3333
2003-10-31,2,6.58,4,4,2.923621229,-4.553398434,501.2752143,63.86948018,7.43979622,12865.09557,68432.18777,19688.25494,68804.83165,77772.73296,52.56,6.58,0.06,5.48,119.3290351,59.51,46.43,76.98,72.04,134.7,161.93,136.36,164.4,141.94,146.65,-295.6824201,5137.533926,5433.216346,-109.4753299,14.39837496,325.984804,2.766088781,179.4036826,59.09048697,6.67940471,6.481976653,41.34814784,-72.51639824,72.17514908,30.5562656,340.3831789,2857.88,2907.41,2884.17,2549.349204,3695.571336,775.7965979,-1146.222131,792.7146383,353.5074932,1.049401616,14.61037956,14.07708642,11.62097006,54.41545825,16.73370099,9.615766897,10.1769374,12.49994481,18.40781326,12.88623931,8.166350658,32.7710032,14.60877162,10.15921797,24.42554737,16.43292834,11.30091518,5.431427459,11.96042976,17.88454073,12.31998761,29.11,29.15,32.6,28.26,27.7,27.58,31.5,26.75,58.65,63.4,66.9,58.6,4.893,4.83,5.8,4.4,384.5,385.5,394.0,368.0,5.93,6.42,6.48,5.87,296229.8387
2003-11-30,2,6.13,4,5,2.682513792,-8.246876681,501.2752143,63.86948018,7.54071088,13416.73164,67762.72739,20047.40724,69897.733,77616.88806,52.75,6.13,0.35,5.85,119.7137959,60.21,46.68,77.28,72.41,132.93,159.94,134.48,162.22,140.18,144.87,-295.6824201,5137.533926,5433.216346,-109.4753299,14.39837496,325.984804,2.766088781,179.4036826,59.09048697,6.67940471,6.481976653,41.34814784,-72.51639824,72.17514908,30.5562656,340.3831789,2826.6,2878.05,2836.05,2779.660144,3452.953126,206.8121077,-673.2929814,-11.61698479,684.9099662,1.049401616,14.61037956,14.07708642,11.62097006,54.41545825,16.73370099,9.615766897,10.1769374,12.49994481,18.40781326,12.88623931,8.166350658,32.7710032,14.60877162,10.15921797,24.42554737,16.43292834,11.30091518,5.431427459,11.96042976,17.88454073,12.31998761,30.41,29.13,33.55,28.47,28.45,27.98,30.52,26.97,57.75,59.0,61.2,56.4,4.925,4.89,5.22,4.52,396.8,382.8,402.0,382.8,6.25,5.91,6.46,5.82,298533.3333
2003-12-31,2,6.49,4,6,2.449859379,-8.672999686,501.2752143,63.86948018,7.48886186,13697.61214,69631.64277,20992.48999,70818.37544,79769.1206,53.07,6.49,0.61,6.49,114.0848491,60.88,46.72,77.39,72.66,132.47,158.3,134.0,160.5,138.6,144.28,-295.6824201,5137.533926,5433.216346,-109.4753299,14.39837496,325.984804,2.766088781,179.4036826,59.09048697,6.67940471,6.481976653,41.34814784,-72.51639824,72.17514908,30.5562656,340.3831789,2778.21,2836.05,2778.21,2606.698683,4636.147299,215.8116435,-2029.448616,1541.171836,488.2767793,1.049401616,14.61037956,14.07708642,11.62097006,54.41545825,16.73370099,9.615766897,10.1769374,12.49994481,18.40781326,12.88623931,8.166350658,32.7710032,14.60877162,10.15921797,24.42554737,16.43292834,11.30091518,5.431427459,11.96042976,17.88454073,12.31998761,32.52,30.26,33.93,29.66,30.17,28.43,31.15,27.76,64.95,57.9,65.0,57.6,6.189,4.89,7.55,4.87,415.7,397.2,415.8,397.0,5.67,6.27,6.79,5.66,304540.3226
2004-01-31,1,6.19,1,1,2.814829014,14.89757487,504.3460699,62.62588786,7.34789784,16441.51826,71429.65266,24918.29936,74758.39904,83585.80359,53.54,6.19,0.89,0.89,100.8263379,61.57,47.68,77.81,73.16,131.79,155.7,133.22,157.81,136.23,142.85,-591.1436575,5076.770811,5667.914469,-445.5753899,71.25357452,610.3784096,-0.156572433,322.5780927,30.77530358,25.61815792,15.31878249,49.52291881,146.3563516,21.51076367,-1.145388744,681.6319841,2721.56,2778.92,2742.47,2907.948926,4549.597464,1499.544582,-1641.648538,606.6946312,1034.953907,3.804617685,7.864025803,12.54970156,14.1611728,74.01875353,20.78533889,15.90904399,0.547611877,11.97287848,12.11129998,12.08511921,5.753843322,20.50588352,11.94743252,11.9925121,38.40155609,18.59977038,12.51474202,4.618739354,11.69148222,13.89374019,11.78631597,33.05,32.4,36.37,32.27,29.18,29.57,32.12,28.81,75.5,64.65,79.2,64.0,5.397,6.32,7.63,5.35,402.2,422.5,428.2,396.5,5.86,5.74,6.0,5.58,334391.129
2004-02-29,1,6.28,1,2,2.722648975,-3.274800637,504.3460699,62.62588786,7.15957614,14670.21065,71636.99287,22474.84464,73307.24482,82787.31114,54.18,6.28,1.2,2.1,111.1566683,62.96,48.48,78.29,73.86,128.71,150.8,130.37,153.33,133.45,138.52,-591.1436575,5076.770811,5667.914469,-445.5753899,71.25357452,610.3784096,-0.156572433,322.5780927,30.77530358,25.61815792,15.31878249,49.52291881,146.3563516,21.51076367,-1.145388744,681.6319841,2651.94,2757.14,2682.34,2836.204258,4417.161251,922.260141,-1580.956993,1785.376867,-204.4198742,3.804617685,7.864025803,12.54970156,14.1611728,74.01875353,20.78533889,15.90904399,0.547611877,11.97287848,12.11129998,12.08511921,5.753843322,20.50588352,11.94743252,11.9925121,38.40155609,18.59977038,12.51474202,4.618739354,11.69148222,13.89374019,11.78631597,36.16,33.2,36.23,32.2,32.23,29.0,32.35,28.44,75.05,74.0,76.8,69.0,5.416,5.45,5.79,5.06,396.4,403.0,416.0,392.5,6.03,5.75,6.1,5.27,334857.7586
2004-03-31,1,6.21,1,3,2.648362277,-2.728471405,504.3460699,62.62588786,7.06027665,14402.19258,72357.4923,22049.84908,73562.51794,83156.7118,54.71,6.21,0.98,3.1,121.1497618,63.3,49.02,78.68,74.26,125.62,146.23,127.25,148.72,130.41,135.13,-591.1436575,5076.770811,5667.914469,-445.5753899,71.25357452,610.3784096,-0.156572433,322.5780927,30.77530358,25.61815792,15.31878249,49.52291881,146.3563516,21.51076367,-1.145388744,681.6319841,2648.97,2685.17,2678.16,3183.417424,4034.144193,1109.528174,-850.7267688,1841.679463,-990.9526944,3.804617685,7.864025803,12.54970156,14.1611728,74.01875353,20.78533889,15.90904399,0.547611877,11.97287848,12.11129998,12.08511921,5.753843322,20.50588352,11.94743252,11.9925121,38.40155609,18.59977038,12.51474202,4.618739354,11.69148222,13.89374019,11.78631597,35.76,36.16,38.5,34.75,31.51,32.33,33.82,31.15,73.75,74.8,78.1,70.85,5.933,5.35,5.95,5.2,427.3,397.5,428.0,391.1,6.4,6.17,7.26,6.01,342669.3548
2004-04-30,1,5.49,2,4,2.701311439,1.999317186,523.9231148,63.82014997,7.03881736,15075.90881,73330.12793,22520.95938,74604.96442,84263.16529,54.96,5.49,0.46,3.57,110.7792633,63.5,49.06,79.27,74.74,123.85,143.76,125.5,146.16,128.7,132.97,-210.2222487,5821.858148,6032.080397,-1.673710149,195.5562793,551.9589452,3.116270374,295.9354225,34.05717686,21.54841907,23.29068449,47.84248837,83.71898469,40.64498116,1.804517731,747.5152246,2612.3,2682.09,2646.99,3641.192511,3701.918791,881.5916149,-60.72627988,-162.1777052,222.9039851,6.51998557,22.5452029,17.38048549,15.16741136,16.79613881,9.731265514,4.259121375,16.07790221,13.00612007,16.08821195,13.51344038,5.214733118,17.76406713,14.21033657,13.10265362,40.71766611,16.14717833,10.48242321,7.517941463,12.28540621,14.67642736,12.50277565,37.38,35.82,38.3,33.3,34.48,32.23,35.0,29.95,67.15,74.0,74.4,66.8,5.862,5.9,6.03,5.46,387.0,427.2,432.0,380.0,6.58,6.46,6.87,6.05,327254.1667
