Cierre,Semestre,Inflacion_Porc,Trimestre,Mes_del_Semestre,Morosidad_Porc,Var_mora_Porc,IPVU_Nom,IPVU_Real,TIB_Porc,BaseMonetaria_MMMCop,DepositosDelPublico_MMMCop,M1_MMMCop,M2_MMMCop,M3_MMMCop,IPC,InflaciónAnual_Porc,InflaciónMensualPorc,InflaciónAñoCorridoPorc,IndProdManufacturera,IPP_OfInt_Agricultura,IPP_OfInt_Minas,IPP_OfInt_Manufactura,IPP_OfertaInterna,ITCR_IPP_NoTrad,ITCR_IPC_NoTrad,ITCR_IPP_ComTotal,ITCR_IPC_ComTol,ITCR_Otros,ITCR_FMI,CuentaCorriente_MMUsd,Exportaciones_MMUsd,ImportacionesMMUsd,CuentaFinancieraMMUsd,IED_PetroleoMMUsd,IED_OtrosMMUsd,IED_AgroMMUsd,IED_MinasMMUsd,IED_ManufacturaMMUsd,IED_ElectricidadMMUsd,IED_ConstruccionMMUsd,IED_ComercioMMUsd,IED_TransporteMMUsd,IED_ServFinancierosMMUsd,IED_TelcosMMUsd,IED_TotalMMUsd,Min_TRM,Max_TRM,Ult_TRM,BFGCIngresosMMMCop,BFGCGastosMMMCop,BFGCInteresesMMMCop,BFGCNetoParcialMMMCop,BFGCFinanciamientoIntMMMCop,BFGCFinanciamientoExtMMMCop,PIBtrim_AgriculturaPorc,PIBtrim_MinasPorc,PIBtrim_ManufacturaPorc,PIBtrim_ComercioPorc,PIBtrim_ConstruccionPorc,PIBtrim_ServiciosPublicosPorc,PIBtrim_ServiciosFinancierosPorc,PIBtrim_OtrosPorc,PIBtrim_Subtotal_valAgregadoPorc,PIBtrim_NetoImpuestosPorc,PIBtrim_TotalPorc,PIBanual_AgriculturaPorc,PIBanual_MinasPorc,PIBanual_ManufacturaPorc,PIBanual_ComercioPorc,PIBanual_ConstruccionPorc,PIBanual_ServiciosPublicosPorc,PIBanual_ServiciosFinancierosPorc,PIBanual_OtrosPorc,PIBanual_Subtotal_valAgregadoPorc,PIBanual_NetoImpuestosPorc,PIBanual_TotalPorc,PetroleoWTIUltUsd,PetroleoWTIApertUsd,PetroleoWTIMaxUsd,PetroleoWTIMinUsd,PetroleoBrentUltUsd,PetroleoBrentApertUsd,PetroleoBrentMaxUsd,PetroleoBrentMinUsd,CafeBolsaUltUsd,CafeBolsaApertUsd,CafeBolsaMaxUsd,CafeBolsaMinUsd,GasUltUsd,GasApertUsd,GasMaxUsd,GasMinUsd,OroUltUsd,OroApertUsd,OroMaxUsd,OroMinUsd,AzucarUltUsd,AzucarApertUsd,AzucarMaxUsd,AzucarMinUsd,CafePrecioInternoCop
1996-01-31,1,20.24,1,1,4.616049198,13.46665274,347.152266,101.2855174,29.70368861,6267.087,29161.12613,7717.836,28961.289,32034.42613,22.35,20.24,2.51,2.51,99.02,28.18173424,17.34151192,33.4593603,31.69926179,100.97,119.57,102.93,121.46,109.79,106.45,-1129.068675,3386.090934,4515.159609,966.0850527,249.3202416,290.5579385,3.33826145,21.36410783,91.37076361,53.80610194,-2.27011027,-2.642235947,15.53874492,107.649,2.403304933,539.8781801,987.65,1028.14,1028.14,652.9531714,1074.591549,51.37250494,-421.638378,420.1402452,1.4981328,13.36893304,38.06936693,19.93059459,19.10825086,9.332939602,18.0884981,24.55722671,25.55783645,20.0223544,16.7941311,19.80961105,15.33688557,42.6974404,21.4358713,20.91782412,20.48280142,18.81776973,27.85462695,24.24841335,22.52747347,23.27094163,22.85124956,17.74,19.52,20.52,17.08,16.52,18.55,19.31,15.93,128.6,92.6,131.5,90.4,2.658,2.75,3.1,1.925,405.6,387.4,407.3,387.4,12.15,11.62,12.5,10.83,193339.0
1996-02-29,1,20.81,1,2,4.819601605,4.409667197,347.152266,101.2855174,27.96581295,5987.209,29791.11291,6672.377,28431.308,32197.70391,23.25,20.81,4.01,6.62,114.89,28.45166636,18.67359151,34.33477171,32.43207612,101.35,118.68,103.09,120.24,108.15,107.45,-1129.068675,3386.090934,4515.159609,966.0850527,249.3202416,290.5579385,3.33826145,21.36410783,91.37076361,53.80610194,-2.27011027,-2.642235947,15.53874492,107.649,2.403304933,539.8781801,1021.29,1039.81,1039.81,1166.762178,1306.195342,185.3111803,-139.433164,-227.3530902,366.7862542,13.36893304,38.06936693,19.93059459,19.10825086,9.332939602,18.0884981,24.55722671,25.55783645,20.0223544,16.7941311,19.80961105,15.33688557,42.6974404,21.4358713,20.91782412,20.48280142,18.81776973,27.85462695,24.24841335,22.52747347,23.27094163,22.85124956,19.54,17.72,23.0,17.43,17.76,16.6,18.45,16.43,117.8,128.0,130.75,113.6,2.236,2.66,2.9,2.16,399.9,406.8,417.5,396.5,12.53,11.96,13.25,11.87,190000.0
1996-03-31,1,20.2,1,3,4.715205239,-2.166078746,347.152266,101.2855174,36.27487785,5660.698,30173.73569,6618.494983,28859.80498,32535.38567,23.74,20.2,2.1,8.87,118.79,28.87144672,18.70579846,34.94654009,32.9712661,101.78,119.33,103.42,120.73,108.37,108.35,-1129.068675,3386.090934,4515.159609,966.0850527,249.3202416,290.5579385,3.33826145,21.36410783,91.37076361,53.80610194,-2.27011027,-2.642235947,15.53874492,107.649,2.403304933,539.8781801,1039.9,1049.22,1046.0,958.4879114,1705.850162,176.499272,-747.3622503,483.3816503,263.9806,13.36893304,38.06936693,19.93059459,19.10825086,9.332939602,18.0884981,24.55722671,25.55783645,20.0223544,16.7941311,19.80961105,15.33688557,42.6974404,21.4358713,20.91782412,20.48280142,18.81776973,27.85462695,24.24841335,22.52747347,23.27094163,22.85124956,21.47,19.55,25.6,18.78,19.41,17.9,20.3,17.2,115.45,117.25,127.5,113.5,2.336,2.245,2.88,2.07,395.8,392.5,400.8,392.5,11.79,11.47,12.49,11.34,190000.0
1996-04-30,1,19.9,2,4,5.155183959,9.33106192,363.804256,99.9006992,30.04277509,6158.694,31020.55558,6873.422964,28972.13996,33313.79655,24.21,19.9,1.97,11.02,110.99,29.24196191,19.0626515,35.20581335,33.26977029,99.74,115.98,101.67,117.61,107.8,105.96,-1027.710857,3770.181886,4797.892743,1132.043562,125.3926218,365.7006302,4.945295612,18.68558299,114.5823894,73.92289238,-0.368006244,2.582240942,19.7090695,128.6465527,2.994612847,491.0932519,1042.2,1058.9,1058.9,1194.2979,1445.126192,210.3181355,-250.8282919,408.0894811,-157.2611892,5.869602045,26.39667601,19.74591712,16.94081277,2.398778194,23.49040812,28.68350093,36.10745874,19.97505141,19.0204125,19.89768318,11.00463202,35.57848837,20.74392228,19.34260783,13.37684084,18.72173821,28.01210114,27.41626189,21.01013916,21.24656411,21.18376454,21.2,21.38,25.7,21.16,19.02,19.4,23.3,18.08,125.1,115.45,134.0,111.0,2.224,2.305,2.425,2.165,391.9,395.3,398.0,389.7,10.51,11.88,11.98,10.05,195750.0
1996-05-31,1,19.78,2,5,5.207062027,1.006328157,363.804256,99.9006992,31.63028071,5888.384,31785.51035,6794.802,29677.241,34001.13535,24.58,19.78,1.55,12.75,119.77,29.5272894,19.94254547,35.66609622,33.70273581,98.16,113.12,100.45,115.24,107.74,103.96,-1027.710857,3770.181886,4797.892743,1132.043562,125.3926218,365.7006302,4.945295612,18.68558299,114.5823894,73.92289238,-0.368006244,2.582240942,19.7090695,128.6465527,2.994612847,491.0932519,1061.1,1073.06,1073.06,877.7154905,1136.574658,102.1535985,-258.8591677,240.6721665,18.18700116,5.869602045,26.39667601,19.74591712,16.94081277,2.398778194,23.49040812,28.68350093,36.10745874,19.97505141,19.0204125,19.89768318,11.00463202,35.57848837,20.74392228,19.34260783,13.37684084,18.72173821,28.01210114,27.41626189,21.01013916,21.24656411,21.18376454,19.76,20.9,22.9,19.62,17.8,18.85,19.68,16.75,116.1,126.0,131.0,115.7,2.406,2.22,2.455,2.115,390.9,391.3,392.0,389.5,11.21,10.43,11.59,10.31,201500.0
1996-06-30,1,19.7,2,6,5.002555336,-3.927487134,363.804256,99.9006992,34.76640236,5839.221,32251.61615,6680.954896,29682.0519,34584.10204,24.87,19.7,1.14,14.04,111.05,29.36204578,18.71739296,35.87875856,33.7511419,98.85,113.2,101.17,115.26,107.28,103.84,-1027.710857,3770.181886,4797.892743,1132.043562,125.3926218,365.7006302,4.945295612,18.68558299,114.5823894,73.92289238,-0.368006244,2.582240942,19.7090695,128.6465527,2.994612847,491.0932519,1068.2,1074.72,1069.11,1046.177461,1312.542761,91.9893288,-266.3652999,-162.4788485,428.8441484,5.869602045,26.39667601,19.74591712,16.94081277,2.398778194,23.49040812,28.68350093,36.10745874,19.97505141,19.0204125,19.89768318,11.00463202,35.57848837,20.74392228,19.34260783,13.37684084,18.72173821,28.01210114,27.41626189,21.01013916,21.24656411,21.18376454,20.92,19.76,22.2,19.46,18.91,17.76,19.24,17.48,126.95,114.5,128.2,112.15,2.911,2.38,2.98,2.335,380.1,390.8,391.0,382.3,12.43,11.15,12.85,11.15,201500.0
1996-07-31,2,20.57,3,1,5.538822909,10.71987288,366.482421,96.69233512,25.55715939,5928.295,32601.7299,7150.295744,30190.28874,35126.24565,25.24,20.57,1.51,15.76,115.61,29.75103541,18.91836435,36.20357844,34.09401832,97.53,111.7,99.89,113.73,105.38,102.08,-1314.000031,3611.793393,4925.793424,1426.409055,155.7755783,885.0453701,16.21403171,-0.522821951,274.6810105,214.0549974,12.81280212,37.95953311,48.71269365,274.0756631,7.057460476,1040.820948,1056.74,1070.55,1056.74,922.9133014,1515.970032,154.0490932,-593.0567307,611.6717355,-18.6150048,10.28269985,25.26524028,17.14293039,13.34376746,4.354716552,38.53429179,21.0424141,60.28152664,21.05607536,0.811787243,19.19679517,10.35800732,30.90739198,20.21588302,17.22708245,8.345071212,23.96074969,25.55146347,37.97859378,20.85143156,14.33979066,20.37316703,20.42,20.95,22.55,19.98,18.9,18.93,20.55,18.67,106.4,123.5,127.9,101.5,2.163,2.785,2.92,1.995,387.5,385.0,388.0,384.0,11.7,11.18,11.94,11.11,201500.0
1996-08-31,2,21.13,3,2,5.970427837,7.792358329,366.482421,96.69233512,26.2788306,5936.799,33567.53826,6838.069995,30647.059,36060.06225,25.52,21.13,1.1,17.04,113.17,29.70792838,19.19663243,36.45702533,34.26612884,96.21,109.37,98.55,111.4,102.99,99.58,-1314.000031,3611.793393,4925.793424,1426.409055,155.7755783,885.0453701,16.21403171,-0.522821951,274.6810105,214.0549974,12.81280212,37.95953311,48.71269365,274.0756631,7.057460476,1040.820948,1029.46,1057.47,1042.32,1160.074301,1309.465791,274.16486,-149.39149,207.1774139,-57.78592384,10.28269985,25.26524028,17.14293039,13.34376746,4.354716552,38.53429179,21.0424141,60.28152664,21.05607536,0.811787243,19.19679517,10.35800732,30.90739198,20.21588302,17.22708245,8.345071212,23.96074969,25.55146347,37.97859378,20.85143156,14.33979066,20.37316703,22.25,20.4,23.35,20.25,20.78,19.0,21.0,18.79,128.35,106.25,138.5,105.4,1.859,2.17,2.34,1.82,386.9,387.6,390.5,386.0,11.78,11.72,11.98,11.28,213565.0
1996-09-30,2,21.55,3,3,5.798158358,-2.885379142,366.482421,96.69233512,27.10131672,5777.792,33825.48644,6649.153981,30599.05398,36214.78342,25.82,21.55,1.19,18.43,110.73,30.12052424,18.9982376,36.60122788,34.47454393,95.07,108.02,97.51,110.05,101.79,97.8,-1314.000031,3611.793393,4925.793424,1426.409055,155.7755783,885.0453701,16.21403171,-0.522821951,274.6810105,214.0549974,12.81280212,37.95953311,48.71269365,274.0756631,7.057460476,1040.820948,1025.06,1051.64,1025.06,911.3807114,1588.158489,145.768637,-676.7777781,736.6926028,-59.9148247,10.28269985,25.26524028,17.14293039,13.34376746,4.354716552,38.53429179,21.0424141,60.28152664,21.05607536,0.811787243,19.19679517,10.35800732,30.90739198,20.21588302,17.22708245,8.345071212,23.96074969,25.55146347,37.97859378,20.85143156,14.33979066,20.37316703,24.38,23.4,25.35,22.85,23.21,21.48,24.39,21.45,102.95,126.5,126.75,102.25,2.214,1.86,2.24,1.735,377.7,386.2,386.3,377.2,11.47,11.75,12.2,10.99,235500.0
1996-10-31,2,21.87,4,4,6.302816769,8.703770755,373.0322593,95.37496548,25.55090839,5806.671,34762.47492,6967.011965,31013.22297,37078.67389,26.12,21.87,1.15,19.8,116.31,30.96624312,19.61145799,36.79349794,34.87389412,91.62,104.74,93.98,106.6,98.16,94.21,-1197.774587,4030.609234,5228.383821,3158.908124,247.8096323,792.0745772,12.16549251,11.65224586,250.1297607,175.2105661,10.01991325,40.80833749,41.25279666,244.204707,6.630757534,1039.884209,1005.83,1030.54,1005.83,1082.283621,1195.838201,158.561934,-113.5545793,102.2285757,11.32600359,4.974421286,23.01198766,11.79029237,14.10185416,2.660556397,39.6719713,26.91330457,48.71112958,19.52632764,3.792592834,18.31489607,8.641956013,27.64564491,16.91987047,15.69574724,4.636301138,30.33957667,25.27930268,42.68351661,20.14247758,9.464118265,19.27102286,23.35,24.1,26.1,23.1,22.67,22.9,25.06,22.62,117.2,103.5,123.0,103.5,2.728,2.205,2.88,2.165,378.1,377.3,384.0,377.0,10.3,10.87,11.05,10.29,235500.0
1996-11-30,2,21.88,4,5,6.433963861,2.080769553,373.0322593,95.37496548,26.13137746,5577.327,34793.01635,6938.919,31531.149,37285.09735,26.33,21.88,0.8,20.76,115.64,31.5245818,19.96831103,36.93187412,35.14147219,89.52,102.66,91.98,104.54,96.07,92.05,-1197.774587,4030.609234,5228.383821,3158.908124,247.8096323,792.0745772,12.16549251,11.65224586,250.1297607,175.2105661,10.01991325,40.80833749,41.25279666,244.204707,6.630757534,1039.884209,994.02,1006.36,1002.28,1170.128867,1370.9462,80.46948156,-200.8173323,-16.39152418,217.2088565,4.974421286,23.01198766,11.79029237,14.10185416,2.660556397,39.6719713,26.91330457,48.71112958,19.52632764,3.792592834,18.31489607,8.641956013,27.64564491,16.91987047,15.69574724,4.636301138,30.33957667,25.27930268,42.68351661,20.14247758,9.464118265,19.27102286,23.75,23.2,24.95,22.47,22.77,22.65,23.99,22.11,116.25,117.75,128.25,116.0,3.497,2.72,4.05,2.53,373.0,379.0,379.0,372.5,10.66,10.33,10.77,10.21,235500.0
1996-12-31,2,21.63,4,6,5.679290581,-11.72952315,373.0322593,95.37496548,23.98266414,5567.777,35823.79204,7204.294,31790.973,38324.30204,26.52,21.63,0.72,21.63,107.69,31.45786854,20.0816795,37.09792553,35.2423182,89.15,101.87,91.62,103.6,96.42,90.9,-1197.774587,4030.609234,5228.383821,3158.908124,247.8096323,792.0745772,12.16549251,11.65224586,250.1297607,175.2105661,10.01991325,40.80833749,41.25279666,244.204707,6.630757534,1039.884209,995.73,1005.4,1005.33,807.7978856,1801.894204,247.864496,-994.0963186,928.0346869,66.0616317,4.974421286,23.01198766,11.79029237,14.10185416,2.660556397,39.6719713,26.91330457,48.71112958,19.52632764,3.792592834,18.31489607,8.641956013,27.64564491,16.91987047,15.69574724,4.636301138,30.33957667,25.27930268,42.68351661,20.14247758,9.464118265,19.27102286,25.92,23.9,26.8,23.15,23.81,22.85,24.65,22.0,116.9,115.4,133.7,109.3,2.757,3.37,4.6,2.613,368.3,371.2,373.5,366.0,11.0,10.63,11.02,10.22,225113.0
1997-01-31,1,20.62,1,1,6.500601721,14.46150938,379.1849039,91.86956239,23.50703488,6627.573,38207.1102,8992.756997,34815.524,41447.2182,26.96,20.62,1.65,1.65,99.4,31.39936614,20.1229044,37.82330804,35.72503442,90.17,102.88,92.46,104.3,97.4,92.14,-1205.123138,3480.408423,4685.531561,1811.796868,114.301975,1000.250476,1.240475195,51.19437345,135.7944398,518.5416987,24.56790984,14.5587981,6.97719939,240.1908792,7.184702718,1114.552451,1005.33,1070.97,1070.97,697.3578256,1323.970433,100.5433683,-626.6126075,612.1736534,14.43895407,4.443271954,4.417160242,8.491313302,12.06446191,0.796678898,27.84583102,28.97203807,32.34956423,15.69897408,6.886835831,15.07338786,6.392187288,19.36610517,14.08987075,14.02914092,2.533862083,32.43766157,26.41127055,43.61342473,18.99344017,7.003959509,18.0361786,24.15,25.88,26.74,23.63,22.52,24.5,24.91,22.0,139.4,116.8,147.8,113.6,2.385,2.75,3.84,2.38,344.9,353.7,353.7,344.2,10.45,10.92,11.12,10.1,221500.0
1997-02-28,1,19.58,1,2,6.452185049,-0.744802924,379.1849039,91.86956239,29.24541556,6044.179,38586.47441,7603.123998,34106.836,41292.0744,27.8,19.58,3.11,4.82,107.39,32.19889892,20.40503731,38.45255551,36.39599653,91.58,104.04,93.65,105.14,99.23,94.5,-1205.123138,3480.408423,4685.531561,1811.796868,114.301975,1000.250476,1.240475195,51.19437345,135.7944398,518.5416987,24.56790984,14.5587981,6.97719939,240.1908792,7.184702718,1114.552451,1064.0,1084.09,1080.51,1324.577195,1460.832567,143.3972505,-136.2553714,-911.189187,1047.444558,4.443271954,4.417160242,8.491313302,12.06446191,0.796678898,27.84583102,28.97203807,32.34956423,15.69897408,6.886835831,15.07338786,6.392187288,19.36610517,14.08987075,14.02914092,2.533862083,32.43766157,26.41127055,43.61342473,18.99344017,7.003959509,18.0361786,20.3,24.09,24.43,20.25,18.85,22.45,22.77,18.8,190.4,141.1,192.0,139.75,1.821,2.295,2.52,1.68,364.7,345.4,359.5,338.5,11.32,10.44,11.5,10.36,269638.0
1997-03-31,1,18.93,1,3,6.467829978,0.242474901,379.1849039,91.86956239,27.64301748,5933.998,38501.50274,7570.262987,34164.00999,41157.23272,28.23,18.93,1.55,6.45,104.98,34.8787193,19.69519606,39.11530458,37.58597942,86.86,101.14,88.9,102.23,96.36,92.2,-1205.123138,3480.408423,4685.531561,1811.796868,114.301975,1000.250476,1.240475195,51.19437345,135.7944398,518.5416987,24.56790984,14.5587981,6.97719939,240.1908792,7.184702718,1114.552451,1054.05,1077.07,1059.88,1014.30567,2059.488932,278.0227377,-1045.183262,1037.902912,7.280350584,4.443271954,4.417160242,8.491313302,12.06446191,0.796678898,27.84583102,28.97203807,32.34956423,15.69897408,6.886835831,15.07338786,6.392187288,19.36610517,14.08987075,14.02914092,2.533862083,32.43766157,26.41127055,43.61342473,18.99344017,7.003959509,18.0361786,20.41,20.29,22.65,19.86,19.38,18.95,20.84,18.68,191.15,190.5,227.5,158.65,1.926,1.83,2.04,1.77,351.0,346.0,352.4,346.0,10.79,10.87,11.09,10.68,358867.0
1997-04-30,1,18.52,2,4,6.75735975,4.476459222,394.0625208,90.74246379,22.1567267,6127.346,38948.09242,7898.136951,34711.66595,41776.27037,28.69,18.52,1.62,8.18,116.04,36.0990588,20.21694871,39.51295402,38.22870465,85.37,99.75,87.24,100.62,95.08,91.28,-1335.882282,4197.879855,5533.762137,1453.791174,156.3223671,1033.0501,1.527282732,58.1125636,100.1726454,593.3716784,26.47110004,16.93804512,3.232565749,225.6389051,7.58531389,1189.372467,1051.43,1066.77,1063.11,1138.080327,1637.741293,191.9384281,-499.6609655,663.3296945,-163.668729,24.21666829,-14.35221473,14.01037498,20.17935718,14.69606932,26.68926736,24.26144866,34.20274202,20.87693254,16.13792391,20.76802529,10.77218239,8.032140041,12.81758086,14.95865478,5.605613753,32.85007786,25.33917571,42.41666111,19.27728621,6.77555721,18.34738989,20.21,20.41,20.65,18.96,18.52,19.06,19.27,17.54,239.05,189.75,240.0,172.0,2.184,1.929,2.21,1.85,340.0,351.6,351.9,337.0,11.14,10.79,11.66,10.78,346692.0
1997-05-31,1,18.6,2,5,6.633970533,-1.825997461,394.0625208,90.74246379,23.22939696,6348.568,40089.96388,8139.834982,35528.62798,42990.15587,29.16,18.6,1.62,9.94,118.42,36.70153087,19.08712879,40.05334942,38.724867,85.93,100.38,87.92,101.2,95.0,91.61,-1335.882282,4197.879855,5533.762137,1453.791174,156.3223671,1033.0501,1.527282732,58.1125636,100.1726454,593.3716784,26.47110004,16.93804512,3.232565749,225.6389051,7.58531389,1189.372467,1064.01,1080.48,1077.09,1179.747167,1747.772532,143.0160152,-568.0253654,583.1116678,-15.08630243,24.21666829,-14.35221473,14.01037498,20.17935718,14.69606932,26.68926736,24.26144866,34.20274202,20.87693254,16.13792391,20.76802529,10.77218239,8.032140041,12.81758086,14.95865478,5.605613753,32.85007786,25.33917571,42.41666111,19.27728621,6.77555721,18.34738989,20.88,20.08,22.4,19.44,19.4,18.42,20.6,17.87,276.4,240.0,318.0,236.75,2.239,2.18,2.43,2.155,344.8,342.4,347.6,340.2,11.17,10.8,11.25,10.65,401282.0
1997-06-30,1,18.67,2,6,6.196055998,-6.601092543,394.0625208,90.74246379,24.39005607,6307.777,40621.90562,8156.582,35835.226,43525.56262,29.51,18.67,1.2,11.26,112.29,38.92564836,19.22626282,40.29368699,39.53297968,84.76,100.19,86.62,100.91,94.61,91.14,-1335.882282,4197.879855,5533.762137,1453.791174,156.3223671,1033.0501,1.527282732,58.1125636,100.1726454,593.3716784,26.47110004,16.93804512,3.232565749,225.6389051,7.58531389,1189.372467,1076.18,1090.58,1089.01,1375.63955,1472.305869,136.3722085,-96.66631874,93.14821848,3.51810026,24.21666829,-14.35221473,14.01037498,20.17935718,14.69606932,26.68926736,24.26144866,34.20274202,20.87693254,16.13792391,20.76802529,10.77218239,8.032140041,12.81758086,14.95865478,5.605613753,32.85007786,25.33917571,42.41666111,19.27728621,6.77555721,18.34738989,19.8,20.64,21.17,18.35,18.51,19.31,19.62,17.32,192.4,269.0,275.0,182.5,2.139,2.21,2.305,2.055,334.2,344.6,345.0,336.5,11.0,11.13,11.58,10.88,410879.0
1997-07-31,2,17.88,3,1,6.47101815,4.437696361,406.6400568,90.72567063,22.11764578,6784.896,41619.89939,8762.584,37016.093,44776.73639,29.76,17.88,0.83,12.19,121.22,37.58111956,19.25846978,40.62287664,39.37431529,86.19,101.14,88.0,101.65,95.43,91.42,-1523.64355,4158.983481,5682.627032,1877.195829,103.9074229,1454.385759,3.769529896,88.12523996,127.2181826,856.2970433,34.23254532,36.88853066,13.18211073,284.3146149,10.35796118,1558.293182,1089.01,1110.32,1109.65,1499.315302,1888.920891,226.7536735,-389.6055889,399.0687394,-9.46315049,24.07808764,3.073082264,18.09842323,20.44757147,20.86940731,18.88211541,25.79201676,22.83437519,21.23276133,38.54908807,22.79010764,14.49692475,3.088287354,13.23713002,16.79197247,9.787206576,27.56320718,26.40949182,33.37060054,19.40877035,16.63126771,19.3539284,20.14,19.82,20.5,18.88,18.94,18.54,19.09,17.8,184.5,196.5,203.0,158.0,2.177,2.13,2.225,2.051,324.1,331.8,331.8,320.0,11.68,11.21,11.75,10.9,333331.0
1997-08-31,2,17.93,3,2,6.634227432,2.522157686,406.6400568,90.72567063,22.70853732,6696.262,42582.50192,8444.989956,37632.27596,45695.41788,30.1,17.93,1.14,13.48,112.51,37.46000933,18.97504859,40.87778013,39.50205357,87.88,102.6,89.62,102.84,96.38,91.96,-1523.64355,4158.983481,5682.627032,1877.195829,103.9074229,1454.385759,3.769529896,88.12523996,127.2181826,856.2970433,34.23254532,36.88853066,13.18211073,284.3146149,10.35796118,1558.293182,1112.53,1172.28,1172.28,1514.180668,1482.511044,174.0162701,31.66962398,-39.26960905,7.599985065,24.07808764,3.073082264,18.09842323,20.44757147,20.86940731,18.88211541,25.79201676,22.83437519,21.23276133,38.54908807,22.79010764,14.49692475,3.088287354,13.23713002,16.79197247,9.787206576,27.56320718,26.40949182,33.37060054,19.40877035,16.63126771,19.3539284,19.61,20.15,20.94,19.14,18.51,18.76,19.64,18.1,191.5,184.5,209.75,164.0,2.714,2.18,2.76,2.175,324.5,324.3,328.8,317.0,11.6,11.67,12.0,11.32,328113.0
1997-09-30,2,18.01,3,3,6.38947229,-3.689278735,406.6400568,90.72567063,22.35308972,6633.166,42830.77591,8250.300606,37880.33161,45806.18952,30.48,18.01,1.26,14.91,119.61,38.15895904,19.19019104,41.32058391,40.01435129,94.21,110.57,96.17,110.76,102.6,98.69,-1523.64355,4158.983481,5682.627032,1877.195829,103.9074229,1454.385759,3.769529896,88.12523996,127.2181826,856.2970433,34.23254532,36.88853066,13.18211073,284.3146149,10.35796118,1558.293182,1169.38,1251.88,1246.27,1290.38687,2073.910696,491.2209985,-783.5238254,865.2056694,-81.68184392,24.07808764,3.073082264,18.09842323,20.44757147,20.86940731,18.88211541,25.79201676,22.83437519,21.23276133,38.54908807,22.79010764,14.49692475,3.088287354,13.23713002,16.79197247,9.787206576,27.56320718,26.40949182,33.37060054,19.40877035,16.63126771,19.3539284,21.18,19.6,21.48,19.23,19.9,18.5,20.13,18.15,162.5,192.5,212.0,160.0,3.082,2.7,3.48,2.62,334.3,324.9,335.0,324.9,11.17,11.59,11.72,10.6,329946.0
1997-10-31,2,17.8,4,4,6.180548782,-3.269808489,426.4745616,92.36338618,25.72911737,6704.261,43960.72818,8387.941,38605.216,46872.25718,30.77,17.8,0.96,16.02,127.06,39.56814838,19.69390779,41.92215614,40.85070085,95.87,114.14,97.86,114.27,104.08,101.34,-1709.661749,4234.93674,5944.59849,1444.713166,7.627212493,1692.371049,5.012397657,104.1128728,150.4370228,993.3619517,38.34301357,47.98334135,19.75337018,321.4819274,11.88515167,1699.998262,1242.16,1289.84,1281.2,1380.296061,1506.251003,196.5298137,-125.9549421,77.7245841,48.23035799,24.96792994,14.95429629,21.64014208,20.84051989,31.02093376,18.66957644,15.27572021,34.76027375,22.76283428,39.2578471,24.08706625,19.31129568,1.956604506,15.80182298,18.55318357,16.81628023,22.54573783,23.18397362,30.92211345,20.28198966,25.08617267,20.84780302,21.08,21.16,23.15,20.15,20.02,19.82,21.75,19.3,148.65,162.5,171.5,146.1,3.552,3.08,3.85,2.84,311.3,336.0,338.0,310.1,12.39,11.6,12.44,11.59,326016.0
1997-11-30,2,17.81,4,5,6.223158307,0.689413284,426.4745616,92.36338618,22.61366724,6732.434,44631.10045,8597.939998,39547.196,47820.32045,31.02,17.81,0.81,16.96,127.65,39.20687042,20.55576586,42.54849043,41.21240186,97.27,115.99,99.37,116.17,104.97,102.35,-1709.661749,4234.93674,5944.59849,1444.713166,7.627212493,1692.371049,5.012397657,104.1128728,150.4370228,993.3619517,38.34301357,47.98334135,19.75337018,321.4819274,11.88515167,1699.998262,1281.18,1305.66,1305.66,1100.495498,1675.670309,92.08677172,-575.1748108,539.2953381,35.8794727,24.96792994,14.95429629,21.64014208,20.84051989,31.02093376,18.66957644,15.27572021,34.76027375,22.76283428,39.2578471,24.08706625,19.31129568,1.956604506,15.80182298,18.55318357,16.81628023,22.54573783,23.18397362,30.92211345,20.28198966,25.08617267,20.84780302,19.15,21.3,21.55,18.96,18.94,20.45,20.45,18.36,161.0,147.5,167.5,142.5,2.578,3.57,3.605,2.5,296.9,312.5,312.5,295.1,12.24,12.32,12.44,11.95,311050.0
1997-12-31,2,17.68,4,6,5.404916982,-13.14832895,426.4745616,92.36338618,31.69230151,7166.633,46588.31181,9184.106,40928.453,49854.27181,31.21,17.68,0.61,17.68,120.05,38.7809319,21.18831042,42.96798875,41.40468158,95.86,114.56,97.66,114.43,102.62,100.2,-1709.661749,4234.93674,5944.59849,1444.713166,7.627212493,1692.371049,5.012397657,104.1128728,150.4370228,993.3619517,38.34301357,47.98334135,19.75337018,321.4819274,11.88515167,1699.998262,1281.6,1307.54,1293.58,1623.143196,2196.236432,310.602464,-573.0932357,383.7773431,189.3158926,24.96792994,14.95429629,21.64014208,20.84051989,31.02093376,18.66957644,15.27572021,34.76027375,22.76283428,39.2578471,24.08706625,19.31129568,1.956604506,15.80182298,18.55318357,16.81628023,22.54573783,23.18397362,30.92211345,20.28198966,25.08617267,20.84780302,17.64,19.07,19.07,17.5,16.52,18.44,18.48,16.5,162.45,162.0,193.25,154.0,2.264,2.66,2.812,2.14,289.2,296.1,297.7,281.5,12.22,12.27,12.55,11.86,334839.0
